Stock,2022-12-27 00:00:00-05:00,2022-12-28 00:00:00-05:00,2022-12-29 00:00:00-05:00,2022-12-30 00:00:00-05:00,2023-01-03 00:00:00-05:00,2023-01-04 00:00:00-05:00,2023-01-05 00:00:00-05:00,2023-01-06 00:00:00-05:00,2023-01-09 00:00:00-05:00,2023-01-10 00:00:00-05:00,2023-01-11 00:00:00-05:00,2023-01-12 00:00:00-05:00,2023-01-13 00:00:00-05:00,2023-01-17 00:00:00-05:00,2023-01-18 00:00:00-05:00,2023-01-19 00:00:00-05:00,2023-01-20 00:00:00-05:00,2023-01-23 00:00:00-05:00,2023-01-24 00:00:00-05:00,2023-01-25 00:00:00-05:00,2023-01-26 00:00:00-05:00
NVDA,140.55999755859375,138.83999633789062,142.27000427246094,142.3300018310547,140.9600067138672,142.41000366210938,141.47999572753906,140.33999633789062,151.41000366210938,154.72000122070312,155.6300048828125,154.9199981689453,161.64999389648438,168.99000549316406,172.82000732421875,167.30999755859375,168.25,178.17999267578125,188.1999969482422,185.8000030517578,192.77999877929688
MSFT,235.8300018310547,234.1699981689453,235.64999389648438,236.66000366210938,237.39999389648438,225.9600067138672,221.75999450683594,219.35000610351562,226.41000366210938,227.3300018310547,231.11000061035156,233.55999755859375,234.9199981689453,237.08999633789062,235.52000427246094,230.67999267578125,234.50999450683594,239.64999389648438,240.44000244140625,230.89999389648438,242.0
GOOG,87.53500366210938,86.37000274658203,86.98999786376953,87.02999877929688,89.0199966430664,87.80000305175781,86.55999755859375,85.56999969482422,88.58000183105469,86.69999694824219,89.73999786376953,90.56999969482422,90.93000030517578,90.83999633789062,91.4000015258789,91.37999725341797,95.91000366210938,98.75,98.69999694824219,95.26200103759766,96.81999969482422
AMZN,83.0,81.69000244140625,82.55000305175781,82.47000122070312,84.20999908447266,83.36000061035156,83.06999969482422,81.43000030517578,87.08000183105469,87.29000091552734,90.93000030517578,93.5,94.12000274658203,95.7300033569336,95.37999725341797,92.86000061035156,93.19999694824219,95.86000061035156,96.0,91.5199966430664,96.91999816894531
TSLA,108.76000213623047,108.23999786376953,117.5,119.75,104.63999938964844,107.5199966430664,107.16000366210938,101.80999755859375,117.11000061035156,114.91999816894531,120.51000213623047,117.0,115.5999984741211,125.0199966430664,127.01000213623047,124.30999755859375,127.3499984741211,134.27000427246094,141.10000610351562,138.07000732421875,154.75999450683594
